structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
1984,864,Complete the Hard Lumbridge & Draynor Diary,Complete all of the hard tasks in the Lumbridge & Draynor Achievement Diary,Misthalin,Achievement,All,3,Hard,17.2,,See   Lumbridge & Draynor Diary#Hard
2009,865,Dissect 50 Sacred Eels,Dissect 50 Sacred Eels,Tirannwn,Skill,,3,Hard,52,COOKING 72; FISHING 87,"87 Fishing,  72 Cooking"
4852,866,Check a grown Crystal Tree,Check the health of a Crystal Tree you've grown in Prifddinas,Tirannwn,Skill,,3,Hard,27.6,FARMING 74,74 Farming
2016,867,Complete the Prifddinas Agility Course,Complete a lap of the Prifddinas Agility Course,Tirannwn,Skill,,3,Hard,49.1,AGILITY 75,75 Agility
4853,868,Complete the Prifddinas Agility Course in 1:10,Complete a lap of the Prifddinas Agility Course in 1:10 or less,Tirannwn,Skill,,3,Hard,41.5,AGILITY 75,75 Agility
2019,869,Craft 50 Death Runes,Craft 50 Death Runes from Essence at the Death Altar,Tirannwn,Skill,,3,Hard,59,RUNECRAFT 65,65 Runecraft
2020,870,Pickpocket an Elf 50 Times,Pickpocket an Elf 50 times,Tirannwn,Skill,,3,Hard,84.9,THIEVING 85,85 Thieving
2024,871,Craft a Piece of Crystal Armour,Use a Singing Bowl to craft any piece of Crystal armour,Tirannwn,Skill,,3,Hard,74.9,CRAFTING 70; SMITHING 70,"70 Smithing,  70 Crafting The task can also be completed by paying Reese or Conwenna"
2028,872,Complete the Gauntlet,Complete the Gauntlet in Prifddinas,Tirannwn,Minigame,All,3,Hard,89.1,,
2029,873,Complete the Corrupted Gauntlet,Complete the Corrupted Gauntlet in Prifddinas,Tirannwn,Minigame,All,3,Hard,84.3,,
2032,874,Defeat Zalcano,Defeat Zalcano in Prifddinas,Tirannwn,Combat,All,3,Hard,44.9,,
2034,875,Defeat Zulrah,Defeat Zulrah at the Poison Waste,Tirannwn,Combat,All,3,Hard,80.6,,
2036,876,Defeat a Dark Beast in Tirannwn,Defeat a Dark Beast in Tirannwn,Tirannwn,Combat,,3,Hard,47.6,SLAYER 90,90 Slayer
4855,877,Equip a Dark Bow in Tirannwn,Equip a Dark Bow in Tirannwn,Tirannwn,Combat,Artisan,3,Hard,32.9,RANGED 60; SLAYER 90,"60 Ranged,  90 Slayer"
2048,878,Equip a Crystal Bow,Equip a Crystal Bow,Tirannwn,Combat,All,3,Hard,79.8,AGILITY 50; RANGED 70,"50 Agility,  70 Ranged"
2051,879,Equip a Crystal Shield,Equip a Crystal Shield,Tirannwn,Combat,All,3,Hard,75.9,AGILITY 50; DEFENCE 70,"50 Agility,  70 Defence"
4866,880,Defeat Zalcano 50 Times,Defeat Zalcano in Prifddinas 50 times,Tirannwn,Combat,All,3,Hard,14.5,,
4868,881,Defeat Zulrah 50 Times,Defeat Zulrah at the Poison Waste 50 times,Tirannwn,Combat,All,3,Hard,62.5,,
2057,882,Defeat a Nechryael in Tirannwn,Defeat a Nechryael in Tirannwn,Tirannwn,Combat,,3,Hard,64,SLAYER 80,80 Slayer
2060,883,Craft an Eternal Teleport Crystal,Use a Singing Bowl to craft an Eternal Teleport Crystal,Tirannwn,Other,,3,Hard,72.6,CRAFTING 80; SMITHING 80,"80 Smithing,  80 Crafting Giving 150 Crystal shards to Conwenna or Reese also completes the task."
2063,884,Find Every Memoriam Crystal,Find every Memoriam Crystal in Prifddinas and add them to the Memoriam Device,Tirannwn,Other,All,3,Hard,19.8,AGILITY 75,75 Agility
2064,885,Open the Enhanced Crystal Chest,Open the Enhanced Crystal Chest in Prifddinas,Tirannwn,Other,All,3,Hard,58.4,,
2068,886,Cast Moonclan Teleport,Cast the Moonclan Teleport spell,Fremennik Province,Skill,Support,3,Hard,74.4,MAGIC 69,69 Magic
2070,887,Cast Spellbook Swap,Cast the Spellbook Swap spell,Fremennik Province,Skill,Support,3,Hard,59,MAGIC 96,96 Magic
2072,888,Build a Gilded Altar,Build a Gilded Altar in a Chapel in your Player Owned House,Global,Skill,,3,Hard,33.2,CONSTRUCTION 75,75 Construction Fremennik or Varlamore
4871,889,Complete the Rellekka Agility Course,Complete a lap of the Rellekka Rooftop Agility Course,Fremennik Province,Skill,,3,Hard,39.2,AGILITY 80,80 Agility
2078,890,Harvest a Snapdragon in Weiss,Harvest a Snapdragon you've grown in Weiss,Fremennik Province,Skill,,3,Hard,26.6,FARMING 62,62 Farming
4872,891,Trap a Sabre-toothed Kyatt,Trap a Sabre-toothed Kyatt,Fremennik Province,Skill,,3,Hard,43.8,HUNTER 55,55 Hunter
2083,892,Use Your Portal Nexus to Teleport to Weiss,Use a Portal Nexus in your Player Owned House to teleport to Weiss,Fremennik Province,Skill,,3,Hard,7.5,CONSTRUCTION 72; MINING 72,"72 Mining,  72 Construction"
2084,893,Create a Catherby Teleport Tablet,Create a Catherby Teleport Tablet,Fremennik Province,Skill,Support,3,Hard,27.8,MAGIC 87,87 Magic
2086,894,Defeat a Basilisk Knight,Defeat a Basilisk Knight in the Jormungand's Prison,Fremennik Province,Combat,,3,Hard,35,SLAYER 60,60 Slayer Completion of   The Fremennik Exiles
2087,895,Defeat Vorkath,Defeat Vorkath on Ungael,Fremennik Province,Combat,All,3,Hard,71.9,,
2092,896,Equip an Ava's Assembler,Equip an Ava's Assembler,Fremennik Province,Combat,Artisan,3,Hard,53.6,RANGED 70,70 Ranged
2100,897,Equip a Brine Sabre,Equip a Brine Sabre,Fremennik Province,Combat,Combat,3,Hard,44.6,ATTACK 40; SLAYER 47,"40 Attack,  47 Slayer"
2101,898,Defeat the Dagannoth Kings Without Leaving,Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon without leaving their area,Fremennik Province,Combat,All,3,Hard,76.2,,
2104,899,Equip a Berserker Ring,Equip a Berserker Ring,Fremennik Province,Combat,All,3,Hard,66.2,,
2106,900,Equip a Warrior Ring,Equip a Warrior Ring,Fremennik Province,Combat,All,3,Hard,64.8,,
2109,901,Equip a Seer's Ring,Equip a Seer's Ring,Fremennik Province,Combat,All,3,Hard,64.3,,
2112,902,Equip an Archer's Ring,Equip an Archer's Ring,Fremennik Province,Combat,All,3,Hard,66.9,,
4878,903,Defeat Vorkath 50 Times,Defeat Vorkath on Ungael 50 times,Fremennik Province,Combat,All,3,Hard,40.2,,
4879,904,Defeat Vorkath 150 Times,Defeat Vorkath on Ungael 150 times,Fremennik Province,Combat,All,3,Hard,10.6,,
4881,905,Defeat Each Dagannoth King 50 Times,Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon 50 times,Fremennik Province,Combat,All,3,Hard,34.3,,
4882,906,Defeat Each Dagannoth King 150 Times,Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon 150 times,Fremennik Province,Combat,All,3,Hard,6.6,,
2122,907,Equip a Mud Battlestaff,Equip a Mud Battlestaff,Fremennik Province,Combat,Support,3,Hard,60.3,ATTACK 30; MAGIC 30,"30 Magic,  30 Attack"
2123,908,Equip a Seercull,Equip a Seercull,Fremennik Province,Combat,All,3,Hard,62,RANGED 50,50 Ranged
4884,909,Equip a Leaf-Bladed Battleaxe,Equip a Leaf-Bladed Battleaxe in The Fremennik Provinces,Fremennik Province,Combat,All,3,Hard,32.7,ATTACK 65; SLAYER 70,"65 Attack,  70 Slayer"
2125,910,Equip a Full Skeletal Armour Set,Equip a full set of Skeletal armour,Fremennik Province,Combat,All,3,Hard,8.4,DEFENCE 40; MAGIC 40,"40 Defence,  40 Magic"
2126,911,Equip a Full Spined Armour Set,Equip a full set of Spined armour,Fremennik Province,Combat,All,3,Hard,8.7,DEFENCE 40; RANGED 40,"40 Defence,  40 Ranged"
2127,912,Equip a Full Rockshell Armour Set,Equip a full set of Rockshell armour,Fremennik Province,Combat,All,3,Hard,7.6,DEFENCE 40,40 Defence
2130,913,Complete the Hard Fremennik Diary,Complete all of the hard tasks in the Fremennik Achievement Diary,Fremennik Province,Achievement,All,3,Hard,25.5,,See   Fremennik Diary#Hard
4885,914,Collect Miscellania Resources at Full Approval,Collect some resources on Miscellania with an approval rating of 100%,Fremennik Province,Other,All,3,Hard,38.8,,Completion of   Throne of Miscellania
2142,915,Cook 100 Karambwans,Cook 100 Karambwan,Karamja,Skill,,3,Hard,60.3,COOKING 30,30 Cooking Completion of   Tai Bwo Wannai Trio or  Animal Wrangler and partial completion of   Tai Bwo Wannai Trio
4888,916,Receive 30 Agility Arena Tickets With No Mistakes,Receive 30 Agility Arena Tickets without missing any pillars,Karamja,Minigame,,3,Hard,37.7,,
4893,917,Check a grown Calquat Tree,Check the health of a Calquat Tree you've grown on Karamja,Karamja,Skill,,3,Hard,18,FARMING 72,72 Farming
2157,918,Equip a Full Obsidian Armour Set,Equip a full set of Obsidian armour,Karamja,Combat,Unlocked,3,Hard,44.4,DEFENCE 60,60 Defence Completion of   TzHaar Fight Cave
4895,919,Survive a Hit From TzTok-Jad Without Prayer,Survive a Magic or Ranged hit from TzTok-Jad in the TzHaar Fight Cave without using a protection prayer,Karamja,Minigame,All,3,Hard,48.8,,
2167,920,Equip Some Dragon Platelegs or a Dragon Plateskirt,Equip either some Dragon Platelegs or a Dragon Plateskirt,Karamja,Combat,Unlocked,3,Hard,49.3,DEFENCE 60,60 Defence
2181,921,Complete the Hard Karamja Diary,Complete all of the hard tasks in the Karamja Achievement Diary,Karamja,Achievement,All,3,Hard,15.7,,See   Karamja Diary#Hard
5137,922,Equip a Red Topaz Machete,Equip a Red Topaz Machete,Karamja,Other,All,3,Hard,18.2,,
2189,923,Find a Gout Tuber,Find a Gout Tuber in Tai Bwo Wannai,Karamja,Minigame,All,3,Hard,21,WOODCUTTING 35,35 Woodcutting
2193,924,Pickpocket a Hero,Pickpocket any Hero,Kandarin,Skill,,3,Hard,76,THIEVING 80,80 Thieving
5138,925,Complete the Seers' Village Agility Course,Complete a lap of the Seers' Village Rooftop Agility Course,Kandarin,Skill,,3,Hard,54.3,AGILITY 60,60 Agility
2207,926,Equip a Full Angler's Outfit,Equip a full set of Angler gear,Kandarin,Skill,,3,Hard,9.9,FISHING 34,34 Fishing
5141,927,Fletch 100 Maple Longbow (u) in Kandarin,Fletch 100 Maple Longbow (u) in Kandarin,Kandarin,Skill,,3,Hard,51,FLETCHING 55,55 Fletching
5142,928,Check a grown Papaya Tree in the Gnome Stronghold,Check the health of a Papaya Tree you've grown in the Tree Gnome Stronghold,Kandarin,Skill,,3,Hard,14.4,FARMING 57,57 Farming
2213,929,Defeat a Mithril Dragon,Defeat a Mithril Dragon in the Ancient Cavern,Kandarin,Combat,All,3,Hard,38.3,,
2214,930,Defeat a Demonic Gorilla,Defeat a Demonic Gorilla in the Crash Site Cavern,Kandarin,Combat,All,3,Hard,36.4,,
2215,931,Defeat a Smoke Devil,Defeat a Smoke Devil in the Smoke Devil Dungeon,Kandarin,Combat,,3,Hard,27.4,SLAYER 93,93 Slayer
2226,932,Defeat a Cave Kraken,Defeat a Cave Kraken in Kraken Cove,Kandarin,Combat,,3,Hard,28.6,SLAYER 87,87 Slayer
2230,933,Equip a Trident of the Seas,Equip a Trident of the Seas,Kandarin,Combat,All,3,Hard,28.6,MAGIC 75; SLAYER 87,"75 Magic,  87 Slayer"
2234,934,Use the Chivalry Prayer,Use the Chivalry prayer,Kandarin,Combat,All,3,Hard,45.5,DEFENCE 65; PRAYER 60,"60 Prayer,  65 Defence Completion of   Knight Waves or the Grimoire relic"
5145,935,Defeat the Kraken Boss 50 Times,Defeat the Kraken boss in Kraken Cove 50 times,Kandarin,Combat,All,3,Hard,25.9,SLAYER 87,87 Slayer
5146,936,Defeat the Kraken Boss 150 Times,Defeat the Kraken boss in Kraken Cove 150 times,Kandarin,Combat,All,3,Hard,14.2,SLAYER 87,87 Slayer
5148,937,Defeat 150 Demonic Gorillas,Defeat 150 Demonic Gorillas in the Crash Site Cavern,Kandarin,Combat,All,3,Hard,11.3,,
2252,938,Complete Elemental Workshop II,Complete the Elemental Workshop II quest,Kandarin,Quest,All,3,Hard,28.1,MAGIC 20; SMITHING 30,"20 Magic,  30 Smithing"
2256,939,Defeat the Penance Queen,Defeat the Penance Queen in Barbarian Assault,Kandarin,Minigame,All,3,Hard,5.2,,
2259,940,Equip an Ogre Expert Chompy Hat,Equip an Ogre Expert Chompy Hat,Kandarin,Combat,All,3,Hard,2.3,COOKING 30; CRAFTING 5; FLETCHING 5; RANGED 30,"5 Fletching,  30 Cooking,  30 Ranged,  5 Crafting Completion of   Big Chompy Bird Hunting"
2263,941,Equip a Karamja Monkey Backpack,Equip a Karamja Monkey Backpack,Kandarin,Skill,,3,Hard,4.5,AGILITY 48,48 Agility
2269,942,Complete the Hard Kandarin Diary,Complete all of the hard tasks in the Kandarin Achievement Diary,Kandarin,Achievement,All,3,Hard,3.1,,See   Kandarin Diary#Hard
2273,943,Complete the Hard Western Provinces Diary,Complete all of the hard tasks in the Western Provinces Achievement Diary,Global,Achievement,All,3,Hard,,,See   Western Provinces Diary#Hard Requires &
2278,944,Equip a Full Rogue Outfit,Equip a full set of Rogue gear,Asgarnia,Skill,,3,Hard,29,AGILITY 50; THIEVING 50,"50 Thieving,  50 Agility"
2280,945,Equip a Full Prospector Outfit,Equip a full set of Prospector gear,Asgarnia,Skill,,3,Hard,31.3,MINING 30,30 Mining
2284,946,Craft 50 Law Runes,Craft 50 Law Runes from Essence at the Law Altar,Asgarnia,Skill,,3,Hard,42.3,RUNECRAFT 54,54 Runecraft
2285,947,Make 20 Ranging Potions,Make 20 Ranging Potions,Global,Skill,,3,Hard,33.2,HERBLORE 72,72 Herblore
2291,948,Equip a Dragon Defender,Equip a Dragon Defender,Asgarnia,Combat,All,3,Hard,73.7,DEFENCE 60,60 Defence Access to the   Warriors' Guild
2296,949,Defeat K'ril Tsutsaroth,Defeat K'ril Tsutsaroth in the God Wars Dungeon,Asgarnia,Combat,All,3,Hard,69.2,HITPOINTS 70,70 Hitpoints
2301,950,Defeat General Graardor,Defeat General Graardor in the God Wars Dungeon,Asgarnia,Combat,All,3,Hard,70.5,STRENGTH 70,70 Strength
2302,951,Equip a Saradomin Sword,Equip a Saradomin Sword,Asgarnia,Combat,All,3,Hard,52.8,AGILITY 70; ATTACK 70,"70 Attack,  70 Agility"
2305,952,Defeat Kree'arra,Defeat Kree'arra in the God Wars Dungeon,Asgarnia,Combat,All,3,Hard,61,RANGED 70,70 Ranged
2309,953,Defeat Commander Zilyana,Defeat Commander Zilyana in the God Wars Dungeon,Asgarnia,Combat,All,3,Hard,65.6,AGILITY 70,70 Agility
2315,954,Defeat Cerberus,Defeat Cerberus in the Taverley Dungeon,Asgarnia,Combat,,3,Hard,54.7,SLAYER 91,91 Slayer
2316,955,Equip a Pair of Dragon Boots,Equip a pair of Dragon Boots,Asgarnia,Combat,Unlocked,3,Hard,57,DEFENCE 60; SLAYER 83,"60 Defence,  83 Slayer"
2317,956,Defeat Any God Wars Dungeon Boss 100 Times,Defeat any one of the God Wars Dungeon bosses 100 times,Asgarnia,Combat,All,3,Hard,57,AGILITY 70; HITPOINTS 70; RANGED 70; STRENGTH 70,"70 Hitpoints,  70 Agility,  70 Ranged, or  70 Strength"
2318,957,Defeat Any God Wars Dungeon Boss 250 Times,Defeat any one of the God Wars Dungeon bosses 250 times,Asgarnia,Combat,All,3,Hard,18.6,AGILITY 70; HITPOINTS 70; RANGED 70; STRENGTH 70,"70 Hitpoints,  70 Agility,  70 Ranged, or  70 Strength"
5158,958,Defeat the Giant Mole 300 Times,Defeat the Giant Mole beneath Falador 300 times,Asgarnia,Combat,All,3,Hard,3.5,,
2325,959,Complete the Hard Falador Diary,Complete all of the hard tasks in the Falador Achievement Diary,Asgarnia,Achievement,All,3,Hard,18.7,,See   Falador Diary#Hard
2327,960,Complete A Porcine of Interest,Complete the A Porcine of Interest quest,Asgarnia,Quest,All,3,Hard,36.3,,
2328,961,Equip a Full Void Knight Set,Equip a full set of Void Knight equipment,Asgarnia,Combat,All,3,Hard,65,ATTACK 42; DEFENCE 42; HITPOINTS 42; MAGIC 42; PRAYER 22; RANGED 42; STRENGTH 42,"42 Attack,  42 Strength,  42 Defence,  42 Hitpoints,  42 Magic,  42 Ranged,  22 Prayer"
5161,962,Keep the Veteran Void Knight Above 150 Hitpoints,Complete a game of Veteran Pest Control without letting the Void Knight fall below 150 Hitpoints,Asgarnia,Minigame,All,3,Hard,69.6,,100 Combat level
2337,963,Complete a Game of Veteran Pest Control,Complete a game of Veteran Pest Control,Asgarnia,Minigame,All,3,Hard,69.9,,100 Combat level
5168,964,Room 7 of Pyramid Plunder,Search the Golden Chest in Room 7 of Pyramid Plunder in Sophanem,Kharidian Desert,Minigame,,3,Hard,65.9,THIEVING 81,81 Thieving
5169,965,Room 8 of Pyramid Plunder,Search the Golden Chest in Room 8 of Pyramid Plunder in Sophanem,Kharidian Desert,Minigame,,3,Hard,55.6,THIEVING 91,91 Thieving
5170,966,Room 8 of Pyramid Plunder 25 Times,Search the Golden Chest in Room 8 of Pyramid Plunder in Sophanem 25 times,Kharidian Desert,Minigame,,3,Hard,9.3,THIEVING 91,91 Thieving
2353,967,Pick a Summer Sq'irk,Pick a Summer Sq'irk in the Sorceress's Garden,Kharidian Desert,Minigame,,3,Hard,34.1,THIEVING 65,65 Thieving
5174,968,Turn in 25 Autumn Sq'irkjuices to Osman,Turn in 25 Autumn Sq'irkjuices to Osman in Al Kharid in one go,Kharidian Desert,Minigame,,3,Hard,2.3,THIEVING 45,45 Thieving
2359,969,Pickpocket a Menaphite Thug 50 Times,Knock out and then pickpocket a Menaphite Thug 50 times,Kharidian Desert,Skill,,3,Hard,32.7,THIEVING 65,65 Thieving
2364,970,Make 20 Magic Potions,Make 20 Magic Potions,Kharidian Desert,Skill,,3,Hard,32,HERBLORE 76,76 Herblore
5179,971,Check a grown Potato Cactus,Check the health of a Potato Cactus you've grown in Al Kharid,Kharidian Desert,Skill,,3,Hard,19.3,FARMING 64,64 Farming
2372,972,Defeat the Kalphite Queen,Defeat the Kalphite Queen in the Kalphite Lair,Kharidian Desert,Combat,All,3,Hard,83.5,,
2374,973,Cast Ice Burst,Cast the Ice Burst spell,Kharidian Desert,Combat,Support,3,Hard,77.8,MAGIC 70,70 Magic
2377,974,Cast Ice Blitz,Cast the Ice Blitz spell,Kharidian Desert,Combat,Support,3,Hard,76.1,MAGIC 82,82 Magic
2071,975,Defeat the Kalphite Queen 50 Times,Defeat the Kalphite Queen in the Kalphite Lair 50 times,Kharidian Desert,Combat,All,3,Hard,46.1,,
2077,976,Defeat the Kalphite Queen 150 Times,Defeat the Kalphite Queen in the Kalphite Lair 150 times,Kharidian Desert,Combat,All,3,Hard,11.6,,
5180,977,Equip a Dragon 2-Handed Sword,Equip a Dragon 2-Handed Sword in the Kharidian Desert,Kharidian Desert,Combat,Combat,3,Hard,53.9,ATTACK 60,60 Attack
2388,978,Complete the Hard Desert Diary,Complete all of the hard tasks in the Desert Achievement Diary,Kharidian Desert,Achievement,All,3,Hard,30.9,,See   Desert Diary#Hard
5185,979,Floor 4 of the Hallowed Sepulchre,Complete floor 4 of the Hallowed Sepulchre in Darkmeyer,Morytania,Minigame,,3,Hard,14.6,AGILITY 82,82 Agility Completion of   Sins of the Father
2416,980,Obtain Every Hallowed Tool,Obtain all four Hallowed Tools from the Hallowed Sepulchre,Morytania,Minigame,,3,Hard,9.6,AGILITY 52,"52 Agility Completion of   Sins of the Father, see Hallowed Sepulchre page for other skill requirements"
2420,981,Pickpocket a Vyre 50 Times,Pickpocket a Vyre 50 times,Morytania,Skill,,3,Hard,55.1,THIEVING 82,82 Thieving
2428,982,Defeat The Nightmare,Defeat The Nightmare in the Sisterhood Sanctuary,Morytania,Combat,All,3,Hard,29,,
2439,983,Equip any Full Barrows Armour Set,Equip a full set of any Barrows armour + weapon,Morytania,Combat,All,3,Hard,49.4,ATTACK 70; DEFENCE 70; RANGED 70,"70 Defence, one of  70 Attack or  70 Ranged"
2446,984,Equip a Nightmare Staff,Equip a normal Nightmare Staff,Morytania,Combat,All,3,Hard,4.9,HITPOINTS 50; MAGIC 72,"72 Magic,  50 Hitpoints"
2448,985,Create an Amulet of Blood Fury,Create an Amulet of Blood Fury,Morytania,Combat,All,3,Hard,44.1,CRAFTING 90; MAGIC 87,"90 Crafting,  87 Magic Completion of   Sins of the Father"
2449,986,Equip an Avernic Defender,Equip an Avernic Defender,Morytania,Combat,All,3,Hard,41.6,ATTACK 70; DEFENCE 70,"70 Attack,  70 Defence"
2462,987,Defeat the Grotesque Guardians,Defeat the Grotesque Guardians at the Slayer Tower,Morytania,Combat,,3,Hard,79,SLAYER 75,75 Slayer
5198,988,Defeat the Grotesque Guardians 50 Times,Defeat the Grotesque Guardians at the Slayer Tower 50 times,Morytania,Combat,,3,Hard,37.9,SLAYER 75,75 Slayer
5199,989,Defeat the Grotesque Guardians 150 Times,Defeat the Grotesque Guardians at the Slayer Tower 150 times,Morytania,Combat,,3,Hard,3.6,SLAYER 75,75 Slayer
2467,990,Complete the Hard Morytania Diary,Complete all of the hard tasks in the Morytania Achievement Diary,Morytania,Achievement,All,3,Hard,20.7,,See   Morytania Diary#Hard
2473,991,Complete Haunted Mine,Complete the Haunted Mine quest,Morytania,Quest,All,3,Hard,60.1,CRAFTING 35,35 Crafting
2474,992,Complete Sins of the Father,Complete the Sins of the Father quest,Morytania,Quest,All,3,Hard,64.8,AGILITY 52; ATTACK 50; CRAFTING 56; FLETCHING 60; MAGIC 49; SLAYER 50; WOODCUTTING 62,"62 Woodcutting,  60 Fletching,  56 Crafting,  52 Agility,  50 Attack,  50 Slayer,  49 Magic Completion of   Vampyre Slayer"
5202,993,Sacrifice Some Dragon Bones at the Chaos Temple,Sacrifice some Dragon Bones at the Western Chaos Temple altar,Wilderness,Skill,,3,Hard,89.5,,
5203,994,Catch 100 Dark Crabs,Catch 100 Dark Crabs in the Wilderness,Wilderness,Skill,,3,Hard,54.9,FISHING 85,85 Fishing
5204,995,Equip 100 Black Chinchompas,Equip a stack of at least 100 Black Chinchompas,Wilderness,Skill,,3,Hard,46.8,HUNTER 73; RANGED 65,"73 Hunter,  65 Ranged"
2492,996,Equip 250 Black Chinchompas,Equip a stack of at least 250 Black Chinchompas,Wilderness,Skill,,3,Hard,44.4,HUNTER 73; RANGED 65,"73 Hunter,  65 Ranged"
2495,997,Craft an Air Battlestaff in the Wilderness,Craft an Air Battlestaff in the Wilderness,Wilderness,Skill,,3,Hard,31.8,CRAFTING 66,66 Crafting
2498,998,Fill a Giant Pouch,Fill a Giant Pouch with Essence,Global,Skill,,3,Hard,14.3,RUNECRAFT 75,75 Runecraft
2502,999,Defeat Venenatis,Defeat Venenatis in the Wilderness,Wilderness,Combat,All,3,Hard,75.6,,
2505,1000,Defeat Scorpia,Defeat Scorpia in the Wilderness,Wilderness,Combat,All,3,Hard,70.1,,
5205,1001,Defeat Callisto,Defeat Callisto in the Wilderness,Wilderness,Combat,All,3,Hard,74.8,,
2510,1002,Defeat Vet'ion,Defeat Vet'ion in the Wilderness,Wilderness,Combat,All,3,Hard,79.3,,
2513,1003,Defeat the Chaos Elemental,Defeat the Chaos Elemental in the Wilderness,Wilderness,Combat,All,3,Hard,71.4,,
2514,1004,Defeat the King Black Dragon,Defeat the King Black Dragon in the Wilderness,Wilderness,Combat,All,3,Hard,86.9,,
2516,1005,Equip a Dragon Pickaxe,Equip a Dragon Pickaxe,Global,Combat,All,3,Hard,23.9,ATTACK 60,60 Attack
5206,1006,Equip a Dragon 2-Handed Sword in the Wilderness,Equip a Dragon 2-Handed Sword in the Wilderness,Wilderness,Combat,Combat,3,Hard,67.5,ATTACK 60,60 Attack
2518,1007,Defeat the Corporeal Beast,Defeat the Corporeal Beast in the Wilderness,Wilderness,Combat,All,3,Hard,35.3,,
5207,1008,Defeat the Corporeal Beast 50 Times,Defeat the Corporeal Beast in the Wilderness 50 times,Wilderness,Combat,All,3,Hard,8.6,,
2527,1009,Equip an Enchanted Slayer Staff,Equip an Enchanted Slayer Staff,Wilderness,Combat,All,3,Hard,65,MAGIC 75; SLAYER 55,"75 Magic,  55 Slayer"
2537,1010,Imbue a God Cape,"Imbue either a Saradomin Cape, a Guthix Cape or a Zamorak Cape",Wilderness,Combat,Support,3,Hard,42.6,MAGIC 75,75 Magic Completion of   Mage Arena II
2543,1011,Complete the Hard Wilderness Diary,Complete all of the hard tasks in the Wilderness Achievement Diary,Wilderness,Achievement,All,3,Hard,23.8,,See   Wilderness Diary#Hard
2564,1012,Complete the Hard Varrock Diary,Complete all of the hard tasks in the Varrock Achievement Diary,Misthalin,Achievement,All,3,Hard,12.7,,See   Varrock Diary#Hard
2570,1013,Complete the Hard Ardougne Diary,Complete all of the hard tasks in the Ardougne Achievement Diary,Kandarin,Achievement,All,3,Hard,10.1,,See   Ardougne Diary#Hard
3784,1014,Activate an Arcane or Dexterous Prayer Scroll,Activate an Arcane or Dexterous prayer scroll,Kourend & Kebos,Combat,,3,Hard,32,,
5215,1015,Equip a Sarachnis Cudgel,Equip a Sarachnis Cudgel,Kourend & Kebos,Combat,Combat,3,Hard,26.3,ATTACK 65,65 Attack
5221,1016,Defeat Phosani's Nightmare,Defeat Phosani's Nightmare in the Sisterhood Sanctuary,Morytania,Combat,All,3,Hard,13.4,,
5940,1017,Defeat The Nightmare 25 times,Defeat The Nightmare or Phosani's Nightmare 25 times combined,Morytania,Combat,All,3,Hard,11.2,,
5942,1018,25 Tempoross Kills,Help the Spirit Anglers subdue the Tempoross 25 times,Kharidian Desert,Skill,,3,Hard,15.9,FISHING 35,35 Fishing
5273,1019,Combat Achievements Easy Tier,Obtain enough points to unlock the easy tier of combat achievements,Global,Achievement,All,3,Hard,70.1,,
3869,1020,Equip a Full Set of Zealot's Robes,"Equip a Zealot's Helm, a Zealot's Robe Top, a Zealot's Robe Bottom and a Zealot's Boots",Morytania,Combat,All,3,Hard,1.2,FIREMAKING 80,80 Firemaking Completion of   Shades of Mort'ton
3872,1021,Open a Gold Chest,Open a Gold Chest from Shades of Mort'ton,Morytania,Minigame,All,3,Hard,12.3,FIREMAKING 80,80 Firemaking Completion of   Shades of Mort'ton
3878,1022,Purchase a Celestial ring,Purchase a Celestial ring from Dusuri's Star Shop,Asgarnia,Skill,All,3,Hard,41.4,MINING 10,10 Mining
3880,1023,Equip a Piece of the Golden Prospector set,"Equip either a Golden prospector helmet, a Golden prospector jacket, some Golden prospector legs or Golden prospector boots",Asgarnia,Skill,All,3,Hard,27.2,MINING 30,30 Mining
3902,1024,Defeat Nex,Defeat Nex in the God Wars Dungeon,Asgarnia,Combat,All,3,Hard,40.2,,Completion of   The Frozen Door
3905,1025,Defeat Nex 50 Times,Defeat Nex in the God Wars Dungeon 50 times,Asgarnia,Combat,All,3,Hard,21.8,,Completion of   The Frozen Door
4908,1026,Defeat Nex 150 Times,Defeat Nex in the God Wars Dungeon 150 times,Asgarnia,Combat,All,3,Hard,7.8,,Completion of   The Frozen Door
3913,1027,Equip some Zaryte Vambraces,Obtain and equip some Zaryte Vambraces,Asgarnia,Combat,All,3,Hard,17.8,AGILITY 70; DEFENCE 45; HITPOINTS 70; RANGED 80; STRENGTH 70,"80 Ranged,  45 Defence,  70 Agility,  70 Hitpoints,  70 Strength Completion of   The Frozen Door"
4910,1028,Defeat Vardorvis,Defeat Vardorvis,Varlamore,Combat,All,3,Hard,46.5,,
4911,1029,Defeat Vardorvis 50 times,Defeat Vardorvis 50 times,Varlamore,Combat,All,3,Hard,33.3,,
4912,1030,Defeat Vardorvis 150 times,Defeat Vardorvis 150 times,Varlamore,Combat,All,3,Hard,24.1,,
4915,1031,Defeat Whisperer,Defeat Whisperer,Asgarnia,Combat,All,3,Hard,10,,
